各,口部,こうぶ,口,くち
合,口部,こうぶ,口,くち
吉,口部,こうぶ,口,くち
吊,口部,こうぶ,口,くち
吋,口部,こうぶ,口,くちへん
同,口部,こうぶ,口,くち
名,口部,こうぶ,口,くち
后,口部,こうぶ,口,くち
吏,口部,こうぶ,口,くち
吐,口部,こうぶ,口,くちへん
向,口部,こうぶ,口,くち
君,口部,こうぶ,口,くち
吝,口部,こうぶ,口,くち
吞,口部,こうぶ,口,くち
吟,口部,こうぶ,口,くちへん
吠,口部,こうぶ,口,くちへん
否,口部,こうぶ,口,くち
吩,口部,こうぶ,口,くちへん
含,口部,こうぶ,口,くち
听,口部,こうぶ,口,くちへん
吭,口部,こうぶ,口,くちへん
吮,口部,こうぶ,口,くちへん
吶,口部,こうぶ,口,くちへん
吸,口部,こうぶ,口,くちへん
吹,口部,こうぶ,口,くちへん
吻,口部,こうぶ,口,くちへん
吼,口部,こうぶ,口,くちへん
吽,口部,こうぶ,口,くちへん
吾,口部,こうぶ,口,くち
呀,口部,こうぶ,口,くちへん
呂,口部,こうぶ,口,くち
呆,口部,こうぶ,口,くち
呈,口部,こうぶ,口,くち
呉,口部,こうぶ,口,くち
告,口部,こうぶ,口,くち
呎,口部,こうぶ,口,くちへん
呑,口部,こうぶ,口,くち
呟,口部,こうぶ,口,くちへん
周,口部,こうぶ,口,くち
呪,口部,こうぶ,口,くちへん
呰,口部,こうぶ,口,くち
呱,口部,こうぶ,口,くちへん
味,口部,こうぶ,口,くちへん
呵,口部,こうぶ,口,くちへん
呶,口部,こうぶ,口,くちへん
呷,口部,こうぶ,口,くちへん
呻,口部,こうぶ,口,くちへん
呼,口部,こうぶ,口,くちへん
命,口部,こうぶ,口,くちへん
咀,口部,こうぶ,口,くちへん
咄,口部,こうぶ,口,くちへん
咆,口部,こうぶ,口,くちへん
咋,口部,こうぶ,口,くちへん
和,口部,こうぶ,口,くち
咎,口部,こうぶ,口,くち
咏,口部,こうぶ,口,くちへん
咐,口部,こうぶ,口,くちへん
咒,口部,こうぶ,口,くちへん
咢,口部,こうぶ,口,くちへん
咤,口部,こうぶ,口,くちへん
咥,口部,こうぶ,口,くちへん
咨,口部,こうぶ,口,くち
咫,口部,こうぶ,口,くち
咬,口部,こうぶ,口,くちへん
咯,口部,こうぶ,口,くちへん
咲,口部,こうぶ,口,くちへん
咳,口部,こうぶ,口,くちへん
咸,口部,こうぶ,口,くち
咼,口部,こうぶ,口,くち
咽,口部,こうぶ,口,くちへん
咾,口部,こうぶ,口,くちへん
哀,口部,こうぶ,口,くち
品,口部,こうぶ,口,くち
哂,口部,こうぶ,口,くちへん
哄,口部,こうぶ,口,くちへん
哇,口部,こうぶ,口,くちへん
哈,口部,こうぶ,口,くちへん
哉,口部,こうぶ,口,くち
哘,口部,こうぶ,口,くちへん
員,口部,こうぶ,口,くち
哢,口部,こうぶ,口,くちへん
哥,口部,こうぶ,口,くち
哦,口部,こうぶ,口,くちへん
哨,口部,こうぶ,口,くちへん
哩,口部,こうぶ,口,くちへん
哭,口部,こうぶ,口,くちへん
哮,口部,こうぶ,口,くちへん
哲,口部,こうぶ,口,くち
哺,口部,こうぶ,口,くちへん
哽,口部,こうぶ,口,くちへん
唄,口部,こうぶ,口,くちへん
唆,口部,こうぶ,口,くちへん
唇,口部,こうぶ,口,くち
唏,口部,こうぶ,口,くちへん
唐,口部,こうぶ,口,くち
唔,口部,こうぶ,口,くちへん
唖,口部,こうぶ,口,くちへん
售,口部,こうぶ,口,くち
唯,口部,こうぶ,口,くちへん
唱,口部,こうぶ,口,くちへん
唳,口部,こうぶ,口,くちへん
唸,口部,こうぶ,口,くちへん
唹,口部,こうぶ,口,くちへん
唾,口部,こうぶ,口,くちへん
啀,口部,こうぶ,口,くちへん
啄,口部,こうぶ,口,くちへん
啅,口部,こうぶ,口,くちへん
商,口部,こうぶ,口,くち
啌,口部,こうぶ,口,くちへん
問,口部,こうぶ,口,くち
啓,口部,こうぶ,口,くち
啖,口部,こうぶ,口,くちへん
啗,口部,こうぶ,口,くちへん
啜,口部,こうぶ,口,くちへん
啝,口部,こうぶ,口,くちへん
啣,口部,こうぶ,口,くちへん
啻,口部,こうぶ,口,くち
啼,口部,こうぶ,口,くちへん
啾,口部,こうぶ,口,くちへん
喀,口部,こうぶ,口,くちへん
喃,口部,こうぶ,口,くちへん
善,口部,こうぶ,口,くち
喇,口部,こうぶ,口,くちへん
喉,口部,こうぶ,口,くちへん
喊,口部,こうぶ,口,くちへん
喋,口部,こうぶ,口,くちへん
喘,口部,こうぶ,口,くちへん
喙,口部,こうぶ,口,くちへん
喚,口部,こうぶ,口,くちへん
喜,口部,こうぶ,口,くち
喝,口部,こうぶ,口,くちへん
喞,口部,こうぶ,口,くちへん
喟,口部,こうぶ,口,くちへん
喧,口部,こうぶ,口,くちへん
喨,口部,こうぶ,口,くちへん
喩,口部,こうぶ,口,くちへん
喪,口部,こうぶ,口,くち
喫,口部,こうぶ,口,くちへん
喬,口部,こうぶ,口,くち
單,口部,こうぶ,口,くちへん
喰,口部,こうぶ,口,くちへん
営,ツ部,つぶ,⺍,つ つかんむり
喻,口部,こうぶ,口,くちへん
嗄,口部,こうぶ,口,くちへん
嗅,口部,こうぶ,口,くちへん
嗇,口部,こうぶ,口,くち
嗔,口部,こうぶ,口,くちへん
嗚,口部,こうぶ,口,くちへん
嗜,口部,こうぶ,口,くちへん
嗟,口部,こうぶ,口,くちへん
嗣,口部,こうぶ,口,くち
嗤,口部,こうぶ,口,くちへん
嗷,口部,こうぶ,口,くちへん
嗹,口部,こうぶ,口,くちへん
嗽,口部,こうぶ,口,くちへん
嗾,口部,こうぶ,口,くちへん
嘆,口部,こうぶ,口,くちへん
嘉,口部,こうぶ,口,くち
嘔,口部,こうぶ,口,くちへん
嘖,口部,こうぶ,口,くちへん
嘗,口部,こうぶ,口,くち
嘘,口部,こうぶ,口,くちへん
嘛,口部,こうぶ,口,くちへん
嘩,口部,こうぶ,口,くちへん
嘯,口部,こうぶ,口,くちへん
嘱,口部,こうぶ,口,くちへん
嘲,口部,こうぶ,口,くちへん
嘴,口部,こうぶ,口,くちへん
嘶,口部,こうぶ,口,くちへん
嘸,口部,こうぶ,口,くちへん
噂,口部,こうぶ,口,くちへん
噌,口部,こうぶ,口,くちへん
噎,口部,こうぶ,口,くちへん
噐,口部,こうぶ,口,くちへん
噓,口部,こうぶ,口,くちへん
噛,口部,こうぶ,口,くちへん
噤,口部,こうぶ,口,くちへん
器,口部,こうぶ,口,くちへん
噪,口部,こうぶ,口,くちへん
噫,口部,こうぶ,口,くちへん
噬,口部,こうぶ,口,くちへん
噴,口部,こうぶ,口,くちへん
噸,口部,こうぶ,口,くちへん
噺,口部,こうぶ,口,くちへん
嚀,口部,こうぶ,口,くちへん
嚆,口部,こうぶ,口,くちへん
嚇,口部,こうぶ,口,くちへん
嚊,口部,こうぶ,口,くちへん
嚏,口部,こうぶ,口,くちへん
嚔,口部,こうぶ,口,くちへん
嚠,口部,こうぶ,口,くちへん
嚢,口部,こうぶ,口,くち
嚥,口部,こうぶ,口,くちへん
嚮,口部,こうぶ,口,くち
嚴,口部,こうぶ,口,くちへん
嚶,口部,こうぶ,口,くちへん
嚼,口部,こうぶ,口,くちへん
囀,口部,こうぶ,口,くちへん
囁,口部,こうぶ,口,くちへん
囂,口部,こうぶ,口,くちへん
囃,口部,こうぶ,口,くちへん
囈,口部,こうぶ,口,くちへん
囎,口部,こうぶ,口,くちへん
囑,口部,こうぶ,口,くちへん
囓,口部,こうぶ,口,くちへん
囗,囗部,いぶ,囗,くにがまえ
囘,冂部,けいぶ,冂,けいがまえ まきがまえ どうがまえ えんがまえ
囚,囗部,いぶ,囗,くにがまえ
四,囗部,いぶ,囗,くにがまえ
回,囗部,いぶ,囗,くにがまえ
因,囗部,いぶ,囗,くにがまえ
団,囗部,いぶ,囗,くにがまえ
囮,囗部,いぶ,囗,くにがまえ
困,囗部,いぶ,囗,くにがまえ
囲,囗部,いぶ,囗,くにがまえ
図,囗部,いぶ,囗,くにがまえ
囹,囗部,いぶ,囗,くにがまえ
固,囗部,いぶ,囗,くにがまえ
国,囗部,いぶ,囗,くにがまえ
囿,囗部,いぶ,囗,くにがまえ
圀,囗部,いぶ,囗,くにがまえ
圃,囗部,いぶ,囗,くにがまえ
圄,囗部,いぶ,囗,くにがまえ
圈,囗部,いぶ,囗,くにがまえ
圉,囗部,いぶ,囗,くにがまえ
國,囗部,いぶ,囗,くにがまえ
圍,囗部,いぶ,囗,くにがまえ
圏,囗部,いぶ,囗,くにがまえ
園,囗部,いぶ,囗,くにがまえ
圓,囗部,いぶ,囗,くにがまえ
圖,囗部,いぶ,囗,くにがまえ
團,囗部,いぶ,囗,くにがまえ
圜,囗部,いぶ,囗,くにがまえ
土,土部,どぶ,土,つち
圣,土部,どぶ,土,つち
圦,土部,どぶ,土,つちへん どへん
圧,土部,どぶ,土,つち
在,土部,どぶ,土,つち
圭,土部,どぶ,土,つち
地,土部,どぶ,土,つちへん どへん
圷,土部,どぶ,土,つちへん どへん
圸,土部,どぶ,土,つちへん どへん
圻,土部,どぶ,土,つちへん どへん
址,土部,どぶ,土,つちへん どへん
坂,土部,どぶ,土,つちへん どへん
均,土部,どぶ,土,つちへん どへん
坊,土部,どぶ,土,つちへん どへん
坎,土部,どぶ,土,つちへん どへん
坏,土部,どぶ,土,つちへん どへん
坐,土部,どぶ,土,つち
坑,土部,どぶ,土,つちへん どへん
坡,土部,どぶ,土,つちへん どへん
坤,土部,どぶ,土,つちへん どへん
坦,土部,どぶ,土,つちへん どへん
坩,土部,どぶ,土,つちへん どへん
坪,土部,どぶ,土,つちへん どへん
坿,土部,どぶ,土,つちへん どへん
垂,土部,どぶ,土,つち
垈,土部,どぶ,土,つち
垉,土部,どぶ,土,つちへん どへん
型,土部,どぶ,土,つち
垓,土部,どぶ,土,つちへん どへん
垠,土部,どぶ,土,つちへん どへん
垢,土部,どぶ,土,つちへん どへん
垣,土部,どぶ,土,つちへん どへん
垤,土部,どぶ,土,つちへん どへん
垪,土部,どぶ,土,つちへん どへん
垰,土部,どぶ,土,つちへん どへん
垳,土部,どぶ,土,つちへん どへん
埀,土部,どぶ,土,つち
埃,土部,どぶ,土,つちへん どへん
埆,土部,どぶ,土,つちへん どへん
埋,土部,どぶ,土,つちへん どへん
城,土部,どぶ,土,つちへん どへん
埒,土部,どぶ,土,つちへん どへん
埓,土部,どぶ,土,つちへん どへん
埔,土部,どぶ,土,つちへん どへん
埖,土部,どぶ,土,つちへん どへん
埜,土部,どぶ,土,つち
域,土部,どぶ,土,つちへん どへん
埠,土部,どぶ,土,つちへん どへん
埣,土部,どぶ,土,つちへん どへん
埴,土部,どぶ,土,つちへん どへん
埶,土部,どぶ,土,つち
執,土部,どぶ,土,つち
培,土部,どぶ,土,つちへん どへん
基,土部,どぶ,土,つち
埼,土部,どぶ,土,つちへん どへん
堀,土部,どぶ,土,つちへん どへん
堂,土部,どぶ,土,つち
堅,土部,どぶ,土,つち
堆,土部,どぶ,土,つちへん どへん
堊,土部,どぶ,土,つち
堋,土部,どぶ,土,つちへん どへん
堕,土部,どぶ,土,つち
堙,土部,どぶ,土,つちへん どへん
堝,土部,どぶ,土,つちへん どへん
堡,土部,どぶ,土,つち
堤,土部,どぶ,土,つちへん どへん
堪,土部,どぶ,土,つちへん どへん
堯,土部,どぶ,土,つち
堰,土部,どぶ,土,つちへん どへん
報,土部,どぶ,土,つち
場,土部,どぶ,土,つちへん どへん
堵,土部,どぶ,土,つちへん どへん
堺,土部,どぶ,土,つちへん どへん
堽,土部,どぶ,土,つちへん どへん
塀,土部,どぶ,土,つちへん どへん
塁,土部,どぶ,土,つち
塊,土部,どぶ,土,つちへん どへん
塋,土部,どぶ,土,つち
塑,土部,どぶ,土,つち
塒,土部,どぶ,土,つちへん どへん
塔,土部,どぶ,土,つちへん どへん
塗,土部,どぶ,土,つち
塘,土部,どぶ,土,つちへん どへん
塙,土部,どぶ,土,つちへん どへん
塚,土部,どぶ,土,つちへん どへん
塞,土部,どぶ,土,つち
塡,土部,どぶ,土,つちへん どへん
塢,土部,どぶ,土,つちへん どへん
塩,土部,どぶ,土,つちへん どへん
填,土部,どぶ,土,つちへん どへん
塰,土部,どぶ,土,つち
塲,土部,どぶ,土,つちへん どへん
塵,土部,どぶ,土,つち
塹,土部,どぶ,土,つち
塾,土部,どぶ,土,つち
境,土部,どぶ,土,つちへん どへん
墅,土部,どぶ,土,つち
墓,土部,どぶ,土,つち
増,土部,どぶ,土,つちへん どへん
墜,土部,どぶ,土,つち
墟,土部,どぶ,土,つちへん どへん
墨,土部,どぶ,土,つち
墫,土部,どぶ,土,つちへん どへん
墮,土部,どぶ,土,つち
墳,土部,どぶ,土,つちへん どへん
墸,土部,どぶ,土,つちへん どへん
墹,土部,どぶ,土,つちへん どへん
墺,土部,どぶ,土,つちへん どへん
墻,土部,どぶ,土,つちへん どへん
墾,土部,どぶ,土,つち
壁,土部,どぶ,土,つち
壅,土部,どぶ,土,つち
壇,土部,どぶ,土,つちへん どへん
壊,土部,どぶ,土,つちへん どへん
壌,土部,どぶ,土,つちへん どへん
壑,土部,どぶ,土,つち
壓,土部,どぶ,土,つち
壕,土部,どぶ,土,つちへん どへん
壗,土部,どぶ,土,つちへん どへん
壘,土部,どぶ,土,つち
壙,土部,どぶ,土,つちへん どへん
壜,土部,どぶ,土,つちへん どへん
壞,土部,どぶ,土,つちへん どへん
壟,土部,どぶ,土,つち
壤,土部,どぶ,土,つちへん どへん
壥,土部,どぶ,土,つちへん どへん
士,士部,しぶ,士,さむらい
壬,士部,しぶ,士,さむらい
壮,士部,しぶ,士,さむらい
壯,士部,しぶ,士,さむらい
声,士部,しぶ,士,さむらいかんむり
壱,士部,しぶ,士,さむらいかんむり
売,士部,しぶ,士,さむらいかんむり
壷,士部,しぶ,士,さむらいかんむり
壹,士部,しぶ,士,さむらいかんむり
壺,士部,しぶ,士,さむらいかんむり
壻,士部,しぶ,士,さむらい
壼,士部,しぶ,士,さむらいかんむり
壽,士部,しぶ,士,さむらいかんむり
夂,夂部,ちぶ,夂,ふゆがしら ちかんむり ち のまたかんむり
変,夂部,ちぶ,夂,ふゆがしら ちかんむり ち のまたかんむり
夊,夊部,すいぶ,夊,すいにょう すいにゅう なつあし
复,夂部,ちぶ,夂,ふゆがしら ちかんむり ち のまたかんむり
夏,夂部,ちぶ,夂,ふゆがしら ちかんむり ち のまたかんむり
夐,夂部,ちぶ,夂,ふゆがしら ちかんむり ち のまたかんむり
夕,夕部,せきぶ,夕,ゆう ゆうべ た
外,夕部,せきぶ,夕,ゆう ゆうべ た
夘,夕部,せきぶ,夕,ゆう ゆうべ た
夙,夕部,せきぶ,夕,ゆう ゆうべ た
多,夕部,せきぶ,夕,ゆう ゆうべ た
夛,夕部,せきぶ,夕,ゆう ゆうべ た
夜,夕部,せきぶ,夕,ゆう ゆうべ た
夢,夕部,せきぶ,夕,ゆう ゆうべ た
夥,夕部,せきぶ,夕,ゆう ゆうべ た
大,大部,だいぶ,大,だい
天,大部,だいぶ,大,だい
太,大部,だいぶ,大,だいがしら だいかんむり
夫,大部,だいぶ,大,だい
夬,大部,だいぶ,大,だい
夭,大部,だいぶ,大,だい
央,大部,だいぶ,大,だい
失,大部,だいぶ,大,だい
夲,大部,だいぶ,大,だいがしら だいかんむり
夷,大部,だいぶ,大,だい
夸,大部,だいぶ,大,だいがしら だいかんむり
夾,大部,だいぶ,大,だい
奄,大部,だいぶ,大,だいがしら だいかんむり
奇,大部,だいぶ,大,だいがしら だいかんむり
奈,大部,だいぶ,大,だいがしら だいかんむり
奉,大部,だいぶ,大,だい
奎,大部,だいぶ,大,だいがしら だいかんむり
奏,大部,だいぶ,大,だい
奐,大部,だいぶ,大,だい
契,大部,だいぶ,大,だい
奔,大部,だいぶ,大,だいがしら だいかんむり
奕,大部,だいぶ,大,だい
套,大部,だいぶ,大,だいがしら だいかんむり
奘,大部,だいぶ,大,だい
奚,大部,だいぶ,大,だい
奠,大部,だいぶ,大,だい
奢,大部,だいぶ,大,だいがしら だいかんむり
奥,大部,だいぶ,大,だい
奧,大部,だいぶ,大,だい
奨,大部,だいぶ,大,だい
奩,大部,だいぶ,大,だいがしら だいかんむり
奪,大部,だいぶ,大,だいがしら だいかんむり
奬,大部,だいぶ,大,だい
奮,大部,だいぶ,大,だいがしら だいかんむり
女,女部,じょぶ,女,おんな
奴,女部,じょぶ,女,おんなへん
奸,女部,じょぶ,女,おんなへん
好,女部,じょぶ,女,おんなへん
妁,女部,じょぶ,女,おんなへん
如,女部,じょぶ,女,おんなへん
妃,女部,じょぶ,女,おんなへん
妄,女部,じょぶ,女,おんな
妊,女部,じょぶ,女,おんなへん
妍,女部,じょぶ,女,おんなへん
妓,女部,じょぶ,女,おんなへん
妖,女部,じょぶ,女,おんなへん
妙,女部,じょぶ,女,おんなへん
妛,女部,じょぶ,女,おんな
妝,女部,じょぶ,女,おんな
妣,女部,じょぶ,女,おんなへん
妥,女部,じょぶ,女,おんな
妨,女部,じょぶ,女,おんなへん
妬,女部,じょぶ,女,おんなへん
妲,女部,じょぶ,女,おんなへん
妹,女部,じょぶ,女,おんなへん
妻,女部,じょぶ,女,おんな
妾,女部,じょぶ,女,おんな
姆,女部,じょぶ,女,おんなへん
姉,女部,じょぶ,女,おんなへん
始,女部,じょぶ,女,おんなへん
姐,女部,じょぶ,女,おんなへん
姑,女部,じょぶ,女,おんなへん
姓,女部,じょぶ,女,おんなへん
委,女部,じょぶ,女,おんな
姙,女部,じょぶ,女,おんなへん
姚,女部,じょぶ,女,おんなへん
姜,女部,じょぶ,女,おんな
姥,女部,じょぶ,女,おんなへん
姦,女部,じょぶ,女,おんな
姨,女部,じょぶ,女,おんなへん
姪,女部,じょぶ,女,おんなへん
姫,女部,じょぶ,女,おんなへん
姶,女部,じょぶ,女,おんなへん
姻,女部,じょぶ,女,おんなへん
姿,女部,じょぶ,女,おんな
威,女部,じょぶ,女,おんな
